Nerves,69090.7,16921.05,164.38,212.73
Nerves,48059.31,13386.2,463.59,622.09
Nerves,34222.17,10267.12,111.2,183.72
Nerves,47059.8,15867.62,57.13,101.08
Nerves,46521.91,14938.33,266.28,763.12
Nerves,46960.3,15042.24,211.08,162.37
Nerves,45897.53,22239.59,78.65,85.8
Nerves,34057.78,10455.67,140.21,154.71
Nerves,45507.86,22091.23,92.95,48.26
Nerves,47156.48,15615.61,151.94,144.79
Nerves,70536.43,22117.47,338.44,256.24
Nerves,46875.43,15377.53,70.83,135.66
Nerves,46619.33,15685.21,207.83,237.05
Nerves,68655.57,16882.37,149.88,314.26
Nerves,45818.88,22262.82,87.59,80.44
