Nerves,69677.04,5799.75,142.75,138.15
Nerves,77101.92,18796.11,170.38,161.17
Nerves,57124.29,7240.16,96.7,101.31
Nerves,62760.65,27414.28,96.27,110.22
Nerves,78851.68,17130.44,60.38,41.51
Nerves,76811.81,19113.84,142.75,170.38
Nerves,76664.46,19104.63,133.54,128.94
Nerves,78953.57,16922.88,90.57,79.25
Nerves,43972.13,31980.09,55.26,92.1
Nerves,57359.14,7184.9,59.86,92.1
Nerves,77585.43,18358.64,349.97,115.12
Nerves,78055.68,17285.03,76.61,107.26
Nerves,77207.83,18994.12,165.78,133.54
Nerves,77806.47,17806.06,156.57,151.96
Nerves,57492.68,7355.28,225.64,359.18
Nerves,78008.01,17009.23,255.37,267.29
Nerves,57230.21,7267.79,69.07,64.47
Nerves,49244.71,32062.98,96.7,73.68
Nerves,78948.54,13365.49,76.74,119.99
Nerves,59013.46,11482.59,239.45,230.24
Nerves,62854.13,27397.53,68.37,62.79
Nerves,79037.84,13341.77,96.27,234.4
Nerves,55417.06,12495.67,179.59,128.94
Nerves,57342.84,7500.94,25.16,33.16
Nerves,55946.62,13002.2,115.12,161.17
