Nerves,47179.67,6509.75,92.93,68.47
Nerves,56318.94,18309.11,202.91,295.42
Nerves,47514.71,6954.84,124.72,88.04
Nerves,48253.26,6512.2,88.04,53.8
Nerves,48282.6,6460.84,46.47,61.14
Nerves,56721.78,17846.59,86.54,92.5
Nerves,56268.21,18717.92,226.79,220.82
Nerves,59446.63,13836.57,271.02,160.97
Nerves,47514.71,7659.15,188.31,124.72
Nerves,48412.22,7057.55,107.6,102.71
Nerves,48358.41,6808.1,95.38,70.92
Nerves,56587.5,18022.65,202.91,140.25
Nerves,57722.15,13089.02,137.73,155.5
Nerves,63433.61,17810.98,73.91,110.05
Nerves,58193.09,13137.89,257.68,191.04
Nerves,46483.28,11101.79,325.26,151.62
Nerves,57895.42,13146.78,217.7,115.51
Nerves,60578.66,13698.93,121.55,160.97
Nerves,63283.41,17720.52,124.4,173.27
