Nerves,64972.57,28536.99,243.31,129.1
Nerves,32619.88,22343.86,59.59,89.38
Nerves,28343.8,15286.18,114.21,178.76
Nerves,51150.2,26984.83,59.59,89.38
Nerves,51090.62,26850.76,104.27,104.27
Nerves,40995.81,2658.99,89.38,49.65
Nerves,33349.8,21887.04,198.62,153.93
Nerves,65230.78,28536.99,228.41,104.27
Nerves,45559.08,26498.21,119.17,134.07
Nerves,64545.54,28348.31,109.24,64.55
Nerves,60535.79,28225.81,105.18,68.74
Nerves,73885.59,23079.94,124.14,129.1
Nerves,30930.81,22893.28,263.17,193.65
Nerves,34054.9,21201.8,178.76,114.21
