Nerves,61688.52,10766.36,526.24,260.87
Nerves,62826.46,12808.36,175.41,157.42
Nerves,73489.27,9054.07,382.31,571.22
Nerves,43433.24,15350.02,121.44,80.96
Nerves,69594.19,10925.14,422.79,251.88
Nerves,41880.61,9159.34,107.15,87.06
Nerves,49059.35,12293.34,120.54,100.45
Nerves,54076.13,28417.85,112.44,98.95
Nerves,81144.47,18164.25,89.96,112.44
Nerves,62633.06,12075.22,166.42,157.42
Nerves,33901.37,7668.26,154.82,136.39
Nerves,58994.88,15469.98,278.86,98.95
Nerves,79313.87,15753.44,170.92,139.43
Nerves,34708.64,7443.4,125.33,140.07
Nerves,48606.82,26830.13,143.93,107.95
Nerves,33905.06,6639.83,298.58,479.2
Nerves,62466.64,12592.46,94.45,85.46
Nerves,48231.44,13397.33,166.42,89.96
Nerves,37775.6,8811.12,703.14,401.8
Nerves,72848.49,16837.46,233.88,166.42
Nerves,33628.6,6993.7,302.26,387.04
Nerves,34837.65,7671.94,147.45,110.58
Nerves,47457.83,13527.77,62.97,76.46
Nerves,62570.09,12709.41,148.43,103.45
Nerves,73178.93,8820.18,251.88,211.4
Nerves,61823.46,10955.27,157.42,130.44
Nerves,43581.66,15493.95,143.93,148.43
Nerves,63415.67,12160.68,143.93,121.44
Nerves,59318.72,15528.45,283.36,148.43
Nerves,62385.68,12457.53,103.45,89.96
Nerves,47835.64,13518.77,67.47,71.96
Nerves,34406.37,7454.46,335.44,287.52
Nerves,78967.54,15339.64,301.35,431.79
Nerves,34671.77,7837.82,136.39,117.96
Nerves,35836.3,6603.83,556.61,497.63
