Nerves,41422.61,11361.55,363.5,501.38
Nerves,46258.85,8851.85,142.06,116.99
Nerves,44854.98,9064.93,208.91,284.12
Nerves,44934.37,9457.68,275.76,296.65
Nerves,41823.72,10956.27,188.02,229.8
Nerves,41769.4,10555.17,196.37,204.73
Nerves,40613.39,13721.55,116.99,146.24
Nerves,77610.44,5994.33,221.44,246.51
Nerves,39340.71,15431.37,115.16,114.13
Nerves,46363.3,8588.62,254.87,313.36
Nerves,79761.68,9361.72,207.66,190.83
Nerves,45068.07,9240.42,112.81,83.56
Nerves,68728.95,1812.88,96.1,100.28
Nerves,41798.65,10814.21,158.77,96.1
Nerves,40546.54,13642.17,75.21,154.59
